ds,department,y
2022-03-23,Utensils,344.12
2022-03-23,Stationery,1347.91
2022-03-23,Kitchen & Cooking,9471.16
2022-03-23,Home Essentials,4464.17
2022-03-23,Food,14261.220000000001
2022-03-23,Clothing,8024.58
2022-03-23,Books,747.83
2022-03-24,Books,1119.6399999999999
2022-03-24,Clothing,12408.54
2022-03-24,Food,18481.16
2022-03-24,Home Essentials,3711.73
2022-03-24,Kitchen & Cooking,7000.21
2022-03-24,Small Electronics,5690.65
2022-03-24,Stationery,246.34
2022-03-24,Utensils,2909.87
2022-03-25,Utensils,1383.85
2022-03-25,Stationery,1612.96
2022-03-25,Small Electronics,1718.08
2022-03-25,Kitchen & Cooking,6543.13
2022-03-25,Food,17031.87
2022-03-25,Clothing,2552.62
2022-03-25,Books,1074.71
2022-03-25,Home Essentials,2900.76
2022-03-26,Books,81.62
2022-03-26,Clothing,5973.92
2022-03-26,Food,18031.239999999998
2022-03-26,Home Essentials,4017.94
2022-03-26,Kitchen & Cooking,8719.39
2022-03-26,Small Electronics,5839.110000000001
2022-03-26,Stationery,1252.4
2022-03-26,Utensils,1994.96
2022-03-27,Small Electronics,6862.929999999999
2022-03-27,Utensils,3380.43
2022-03-27,Stationery,2967.41
2022-03-27,Kitchen & Cooking,378.58000000000004
2022-03-27,Books,1697.19
2022-03-27,Food,9421.07
2022-03-27,Clothing,3446.09
2022-03-27,Home Essentials,6648.39
2022-03-28,Books,1614.1299999999999
2022-03-28,Clothing,4076.42
2022-03-28,Food,12617.05
2022-03-28,Home Essentials,2413.05
2022-03-28,Kitchen & Cooking,755.91
2022-03-28,Small Electronics,6798.98
2022-03-28,Stationery,1756.62
2022-03-28,Utensils,1952.23
2022-03-29,Utensils,2487.52
2022-03-29,Stationery,1693.78
2022-03-29,Small Electronics,6880.12
2022-03-29,Kitchen & Cooking,1879.01
2022-03-29,Books,1233.71
2022-03-29,Food,12022.89
2022-03-29,Clothing,9742.9
2022-03-29,Home Essentials,2177.4900000000002
2022-03-30,Small Electronics,8809.89
2022-03-30,Utensils,8476.86
2022-03-30,Stationery,2079.42
2022-03-30,Kitchen & Cooking,2399.46
2022-03-30,Home Essentials,4539.22
2022-03-30,Food,10211.83
2022-03-30,Clothing,9750.78
2022-03-30,Books,1393.12
2022-03-31,Stationery,1692.01
2022-03-31,Small Electronics,4702.69
2022-03-31,Kitchen & Cooking,491.24
2022-03-31,Utensils,284.13
2022-03-31,Food,11919.210000000001
2022-03-31,Clothing,1624.55
2022-03-31,Books,836.21
2022-03-31,Home Essentials,3226.14
2022-04-01,Books,0.0
2022-04-01,Clothing,3449.5299999999997
2022-04-01,Food,14436.02
2022-04-01,Home Essentials,2302.64
2022-04-01,Kitchen & Cooking,2901.68
2022-04-01,Small Electronics,3463.31
2022-04-01,Stationery,914.97
2022-04-01,Utensils,1825.6000000000001
2022-04-02,Small Electronics,697.15
2022-04-02,Stationery,1579.18
2022-04-02,Kitchen & Cooking,5869.55
2022-04-02,Utensils,3660.5699999999997
2022-04-02,Food,17028.47
2022-04-02,Clothing,2082.24
2022-04-02,Books,737.0899999999999
2022-04-02,Home Essentials,3817.01
2022-04-03,Books,1680.43
2022-04-03,Clothing,1789.65
2022-04-03,Food,13733.25
2022-04-03,Home Essentials,4467.92
2022-04-03,Kitchen & Cooking,2135.9
2022-04-03,Small Electronics,4480.89
2022-04-03,Stationery,768.54
2022-04-03,Utensils,2617.55
2022-04-04,Utensils,585.36
2022-04-04,Stationery,811.15
2022-04-04,Small Electronics,0.0
2022-04-04,Kitchen & Cooking,2970.75
2022-04-04,Home Essentials,3724.93
2022-04-04,Clothing,7603.12
2022-04-04,Books,471.84
2022-04-04,Food,12252.72
2022-04-05,Books,310.71
2022-04-05,Clothing,4074.83
2022-04-05,Food,20917.81
2022-04-05,Home Essentials,2846.23
2022-04-05,Kitchen & Cooking,3485.2700000000004
2022-04-05,Small Electronics,5076.87
2022-04-05,Stationery,2882.1200000000003
2022-04-05,Utensils,5535.12
2022-04-06,Small Electronics,5833.43
2022-04-06,Stationery,1427.1599999999999
2022-04-06,Kitchen & Cooking,5028.19
2022-04-06,Utensils,4785.3099999999995
2022-04-06,Food,14670.81
2022-04-06,Clothing,4512.23
2022-04-06,Books,122.04
2022-04-06,Home Essentials,5161.5199999999995
2022-04-07,Stationery,2675.1000000000004
2022-04-07,Small Electronics,5141.09
2022-04-07,Kitchen & Cooking,2608.7000000000003
2022-04-07,Utensils,1378.5700000000002
2022-04-07,Food,14783.32
2022-04-07,Clothing,5523.0599999999995
2022-04-07,Books,0.0
2022-04-07,Home Essentials,3347.0
2022-04-08,Books,629.56
2022-04-08,Clothing,8696.300000000001
2022-04-08,Food,18957.81
2022-04-08,Home Essentials,5174.29
2022-04-08,Kitchen & Cooking,1149.33
2022-04-08,Small Electronics,6666.540000000001
2022-04-08,Stationery,347.14
2022-04-08,Utensils,1361.0
2022-04-09,Small Electronics,1968.13
2022-04-09,Stationery,768.71
2022-04-09,Kitchen & Cooking,2610.99
2022-04-09,Utensils,3283.87
2022-04-09,Food,16547.36
2022-04-09,Clothing,5403.36
2022-04-09,Books,1304.83
2022-04-09,Home Essentials,5151.45
2022-04-10,Books,475.27
2022-04-10,Clothing,8415.37
2022-04-10,Food,15775.75
2022-04-10,Home Essentials,2408.93
2022-04-10,Kitchen & Cooking,3602.18
2022-04-10,Small Electronics,2315.59
2022-04-10,Stationery,1030.1
2022-04-10,Utensils,3443.46
2022-04-11,Utensils,1849.9199999999998
2022-04-11,Stationery,1578.94
2022-04-11,Small Electronics,4847.43
2022-04-11,Kitchen & Cooking,8029.75
2022-04-11,Home Essentials,5441.860000000001
2022-04-11,Clothing,7224.84
2022-04-11,Books,2337.49
2022-04-11,Food,16853.05
2022-04-12,Books,238.76
2022-04-12,Clothing,6940.21
2022-04-12,Food,16782.93
2022-04-12,Home Essentials,2579.5
2022-04-12,Kitchen & Cooking,6572.66
2022-04-12,Small Electronics,9183.79
2022-04-12,Stationery,2100.46
2022-04-12,Utensils,1882.77
2022-04-13,Small Electronics,5798.14
2022-04-13,Utensils,1842.55
2022-04-13,Stationery,1170.85
2022-04-13,Kitchen & Cooking,2239.52
2022-04-13,Home Essentials,3466.88
2022-04-13,Food,14352.31
2022-04-13,Clothing,3840.5400000000004
2022-04-13,Books,541.52
2022-04-14,Stationery,1123.55
2022-04-14,Small Electronics,5217.700000000001
2022-04-14,Kitchen & Cooking,2647.95
2022-04-14,Utensils,2334.49
2022-04-14,Food,16139.22
2022-04-14,Clothing,8200.96
2022-04-14,Books,2453.23
2022-04-14,Home Essentials,1216.95
2022-04-15,Books,2068.15
2022-04-15,Clothing,4559.84
2022-04-15,Food,19163.73
2022-04-15,Home Essentials,2515.32
2022-04-15,Kitchen & Cooking,7497.3
2022-04-15,Small Electronics,7704.88
2022-04-15,Stationery,571.4100000000001
2022-04-15,Utensils,2775.0099999999998
2022-04-16,Small Electronics,7457.469999999999
2022-04-16,Stationery,1043.81
2022-04-16,Kitchen & Cooking,1821.8200000000002
2022-04-16,Utensils,2179.4
2022-04-16,Food,15767.880000000001
2022-04-16,Clothing,6203.28
2022-04-16,Books,319.29
2022-04-16,Home Essentials,3243.63
2022-04-17,Books,1741.1399999999999
2022-04-17,Clothing,1804.69
2022-04-17,Food,15370.77
2022-04-17,Home Essentials,4660.23
2022-04-17,Kitchen & Cooking,4262.66
2022-04-17,Small Electronics,8594.89
2022-04-17,Stationery,890.72
2022-04-17,Utensils,1983.6100000000001
2022-04-18,Utensils,2450.3199999999997
2022-04-18,Stationery,834.3299999999999
2022-04-18,Small Electronics,0.0
2022-04-18,Kitchen & Cooking,2372.73
2022-04-18,Home Essentials,4710.49
2022-04-18,Clothing,7150.38
2022-04-18,Books,110.85
2022-04-18,Food,13994.07
2022-04-19,Books,1156.15
2022-04-19,Clothing,3280.91
2022-04-19,Food,11387.31
2022-04-19,Home Essentials,4948.75
2022-04-19,Kitchen & Cooking,1284.69
2022-04-19,Small Electronics,2474.44
2022-04-19,Stationery,2302.51
2022-04-19,Utensils,1786.91
2022-04-20,Small Electronics,2764.52
2022-04-20,Stationery,933.45
2022-04-20,Kitchen & Cooking,3547.42
2022-04-20,Utensils,2517.12
2022-04-20,Food,18162.69
2022-04-20,Clothing,3261.4
2022-04-20,Books,1540.3200000000002
2022-04-20,Home Essentials,3860.7700000000004
2022-04-21,Stationery,788.73
2022-04-21,Small Electronics,7236.33
2022-04-21,Kitchen & Cooking,6342.679999999999
2022-04-21,Utensils,522.43
2022-04-21,Food,12767.36
2022-04-21,Clothing,4498.14
2022-04-21,Books,1464.75
2022-04-21,Home Essentials,1561.02
2022-04-22,Books,1458.62
2022-04-22,Clothing,6753.84
2022-04-22,Food,11181.1
2022-04-22,Home Essentials,2813.36
2022-04-22,Kitchen & Cooking,1994.52
2022-04-22,Small Electronics,8579.41
2022-04-22,Stationery,1482.24
2022-04-22,Utensils,3411.73
2022-04-23,Small Electronics,2573.83
2022-04-23,Stationery,1568.07
2022-04-23,Kitchen & Cooking,8734.02
2022-04-23,Utensils,3775.99
2022-04-23,Food,18135.79
2022-04-23,Clothing,4835.48
2022-04-23,Books,2559.7299999999996
2022-04-23,Home Essentials,2165.23
2022-04-24,Books,622.9000000000001
2022-04-24,Clothing,5756.62
2022-04-24,Food,17225.09
2022-04-24,Home Essentials,6960.68
2022-04-24,Kitchen & Cooking,3797.7799999999997
2022-04-24,Small Electronics,5597.33
2022-04-24,Stationery,1555.6
2022-04-24,Utensils,1081.57
2022-04-25,Utensils,3054.31
2022-04-25,Stationery,2115.33
2022-04-25,Small Electronics,6820.78
2022-04-25,Kitchen & Cooking,8235.89
2022-04-25,Home Essentials,3137.13
2022-04-25,Clothing,4494.4400000000005
2022-04-25,Books,0.0
2022-04-25,Food,11661.0
2022-04-26,Books,2846.9700000000003
2022-04-26,Clothing,6478.67
2022-04-26,Food,16235.65
2022-04-26,Home Essentials,2527.2
2022-04-26,Kitchen & Cooking,1621.31
2022-04-26,Small Electronics,151.94
2022-04-26,Stationery,743.73
2022-04-26,Utensils,3399.74
2022-04-27,Small Electronics,5544.549999999999
2022-04-27,Stationery,1431.22
2022-04-27,Kitchen & Cooking,2901.88
2022-04-27,Utensils,2876.08
2022-04-27,Food,13672.03
2022-04-27,Books,576.38
2022-04-27,Home Essentials,3956.68
2022-04-27,Clothing,7893.22
2022-04-28,Books,682.28
2022-04-28,Clothing,1793.42
2022-04-28,Food,16685.89
2022-04-28,Home Essentials,1917.66
2022-04-28,Kitchen & Cooking,0.0
2022-04-28,Small Electronics,1248.5
2022-04-28,Stationery,1268.51
2022-04-28,Utensils,2260.87
2022-04-29,Small Electronics,8943.02
2022-04-29,Utensils,270.72
2022-04-29,Stationery,2213.93
2022-04-29,Kitchen & Cooking,2635.39
2022-04-29,Home Essentials,1530.52
2022-04-29,Food,13759.76
2022-04-29,Clothing,4962.17
2022-04-29,Books,404.92
2022-04-30,Books,1036.53
2022-04-30,Clothing,9980.61
2022-04-30,Food,19627.3
2022-04-30,Home Essentials,2163.2799999999997
2022-04-30,Kitchen & Cooking,808.29
2022-04-30,Small Electronics,2945.25
2022-04-30,Stationery,2139.16
2022-04-30,Utensils,2612.68
2022-05-01,Stationery,1567.16
2022-05-01,Small Electronics,2778.54
2022-05-01,Kitchen & Cooking,4975.0
2022-05-01,Utensils,5350.11
2022-05-01,Home Essentials,2881.64
2022-05-01,Clothing,4926.7
2022-05-01,Books,1088.88
2022-05-01,Food,14817.67
2022-05-02,Books,206.6
2022-05-02,Clothing,1743.32
2022-05-02,Food,21526.31
2022-05-02,Home Essentials,2575.15
2022-05-02,Kitchen & Cooking,0.0
2022-05-02,Small Electronics,347.65
2022-05-02,Stationery,1084.97
2022-05-02,Utensils,1527.88
2022-05-03,Utensils,3246.35
2022-05-03,Stationery,952.8100000000001
2022-05-03,Small Electronics,5538.32
2022-05-03,Kitchen & Cooking,2285.47
2022-05-03,Home Essentials,2982.76
2022-05-03,Clothing,6416.93
2022-05-03,Books,2546.73
2022-05-03,Food,16377.62
2022-05-04,Books,1508.2
2022-05-04,Clothing,3879.48
2022-05-04,Food,15995.44
2022-05-04,Home Essentials,3017.89
2022-05-04,Kitchen & Cooking,6881.43
2022-05-04,Small Electronics,1365.9
2022-05-04,Stationery,1707.23
2022-05-04,Utensils,5430.18
2022-05-05,Small Electronics,6282.2
2022-05-05,Stationery,1589.64
2022-05-05,Kitchen & Cooking,5926.23
2022-05-05,Utensils,2267.37
2022-05-05,Food,17810.44
2022-05-05,Books,1930.12
2022-05-05,Home Essentials,4124.83
2022-05-05,Clothing,7410.58
2022-05-06,Books,1491.9599999999998
2022-05-06,Clothing,9876.75
2022-05-06,Food,13630.16
2022-05-06,Home Essentials,1959.52
2022-05-06,Kitchen & Cooking,3301.19
2022-05-06,Small Electronics,6154.0
2022-05-06,Stationery,519.52
2022-05-06,Utensils,1468.27
2022-05-07,Small Electronics,3101.48
2022-05-07,Utensils,5757.4400000000005
2022-05-07,Stationery,1001.77
2022-05-07,Kitchen & Cooking,1496.6
2022-05-07,Home Essentials,3592.21
2022-05-07,Food,25143.59
2022-05-07,Clothing,7194.950000000001
2022-05-07,Books,745.02
2022-05-08,Books,788.4699999999999
2022-05-08,Clothing,1142.12
2022-05-08,Food,20064.46
2022-05-08,Home Essentials,2193.19
2022-05-08,Kitchen & Cooking,6786.32
2022-05-08,Small Electronics,7345.0199999999995
2022-05-08,Stationery,1060.05
2022-05-08,Utensils,803.08
2022-05-09,Stationery,1583.58
2022-05-09,Small Electronics,0.0
2022-05-09,Utensils,3905.97
2022-05-09,Kitchen & Cooking,2213.84
2022-05-09,Books,1833.41
2022-05-09,Food,19730.43
2022-05-09,Clothing,5406.88
2022-05-09,Home Essentials,5999.4400000000005
2022-05-10,Stationery,618.72
2022-05-10,Small Electronics,3574.2700000000004
2022-05-10,Kitchen & Cooking,0.0
2022-05-10,Utensils,3902.5499999999997
2022-05-10,Food,15780.79
2022-05-10,Clothing,1454.71
2022-05-10,Books,575.65
2022-05-10,Home Essentials,5090.530000000001
2022-05-11,Books,2672.31
2022-05-11,Clothing,4863.75
2022-05-11,Food,14923.289999999999
2022-05-11,Home Essentials,3273.75
2022-05-11,Kitchen & Cooking,6626.75
2022-05-11,Small Electronics,3031.5699999999997
2022-05-11,Stationery,464.15
2022-05-11,Utensils,3841.5600000000004
2022-05-12,Stationery,1343.35
2022-05-12,Utensils,1203.4
2022-05-12,Small Electronics,2935.7
2022-05-12,Kitchen & Cooking,5380.71
2022-05-12,Food,14460.55
2022-05-12,Clothing,7445.24
2022-05-12,Books,1055.12
2022-05-12,Home Essentials,2487.22
2022-05-13,Utensils,3479.1899999999996
2022-05-13,Stationery,1104.8
2022-05-13,Small Electronics,4711.99
2022-05-13,Kitchen & Cooking,109.11
2022-05-13,Clothing,7943.23
2022-05-13,Food,19430.49
2022-05-13,Home Essentials,3322.2200000000003
2022-05-13,Books,1558.1599999999999
2022-05-14,Books,873.13
2022-05-14,Clothing,7766.349999999999
2022-05-14,Food,19915.18
2022-05-14,Home Essentials,4680.84
2022-05-14,Kitchen & Cooking,1029.01
2022-05-14,Small Electronics,2945.31
2022-05-14,Stationery,1211.54
2022-05-14,Utensils,4019.53
2022-05-15,Clothing,7942.030000000001
2022-05-15,Utensils,1533.6200000000001
2022-05-15,Stationery,1698.9699999999998
2022-05-15,Small Electronics,4165.37
2022-05-15,Books,1990.58
2022-05-15,Home Essentials,4803.1900000000005
2022-05-15,Food,15805.28
2022-05-15,Kitchen & Cooking,3120.77
2022-05-16,Kitchen & Cooking,3943.2200000000003
2022-05-16,Stationery,2162.55
2022-05-16,Small Electronics,6053.66
2022-05-16,Utensils,642.98
2022-05-16,Home Essentials,2985.83
2022-05-16,Clothing,2896.6
2022-05-16,Books,1730.38
2022-05-16,Food,15284.81
2022-05-17,Stationery,953.65
2022-05-17,Small Electronics,0.0
2022-05-17,Kitchen & Cooking,6011.049999999999
2022-05-17,Utensils,2588.44
2022-05-17,Food,16525.4
2022-05-17,Clothing,2305.43
2022-05-17,Books,1627.33
2022-05-17,Home Essentials,1463.21
2022-05-18,Books,2034.13
2022-05-18,Clothing,7903.01
2022-05-18,Food,12985.15
2022-05-18,Home Essentials,1884.73
2022-05-18,Kitchen & Cooking,2760.6499999999996
2022-05-18,Small Electronics,4373.75
2022-05-18,Stationery,992.23
2022-05-18,Utensils,3576.12
2022-05-19,Small Electronics,5895.99
2022-05-19,Stationery,1168.8999999999999
2022-05-19,Kitchen & Cooking,2730.05
2022-05-19,Utensils,2487.1299999999997
2022-05-19,Food,11150.75
2022-05-19,Clothing,2821.09
2022-05-19,Books,307.76
2022-05-19,Home Essentials,2807.3
2022-05-20,Utensils,3597.62
2022-05-20,Stationery,1076.01
2022-05-20,Small Electronics,1926.78
2022-05-20,Kitchen & Cooking,4058.6
2022-05-20,Clothing,6893.3
2022-05-20,Food,15854.97
2022-05-20,Home Essentials,1406.46
2022-05-20,Books,2435.42
2022-05-21,Books,332.43
2022-05-21,Clothing,2203.5699999999997
2022-05-21,Food,19311.94
2022-05-21,Home Essentials,3300.42
2022-05-21,Kitchen & Cooking,2940.11
2022-05-21,Small Electronics,6684.889999999999
2022-05-21,Stationery,887.01
2022-05-21,Utensils,3993.94
2022-05-22,Small Electronics,4703.8
2022-05-22,Utensils,2452.87
2022-05-22,Stationery,1061.71
2022-05-22,Kitchen & Cooking,1906.91
2022-05-22,Books,1811.32
2022-05-22,Food,14638.68
2022-05-22,Clothing,4702.17
2022-05-22,Home Essentials,2608.52
2022-05-23,Small Electronics,459.79
2022-05-23,Stationery,488.74
2022-05-23,Kitchen & Cooking,8971.84
2022-05-23,Utensils,2941.42
2022-05-23,Food,13223.44
2022-05-23,Clothing,4092.76
2022-05-23,Books,512.14
2022-05-23,Home Essentials,2211.4
2022-05-24,Utensils,2143.92
2022-05-24,Small Electronics,1220.32
2022-05-24,Stationery,1966.25
2022-05-24,Kitchen & Cooking,8232.15
2022-05-24,Books,818.3
2022-05-24,Food,11569.460000000001
2022-05-24,Clothing,1337.41
2022-05-24,Home Essentials,3819.62
2022-05-25,Stationery,947.0300000000001
2022-05-25,Small Electronics,3908.2200000000003
2022-05-25,Kitchen & Cooking,4298.719999999999
2022-05-25,Utensils,1279.6599999999999
2022-05-25,Food,12507.82
2022-05-25,Clothing,2868.43
2022-05-25,Books,1683.3600000000001
2022-05-25,Home Essentials,5091.73
2022-05-26,Books,1585.3
2022-05-26,Clothing,5778.4
2022-05-26,Food,12446.68
2022-05-26,Home Essentials,1478.44
2022-05-26,Kitchen & Cooking,2719.74
2022-05-26,Small Electronics,2578.59
2022-05-26,Stationery,1695.27
2022-05-26,Utensils,2093.37
2022-05-27,Small Electronics,5396.11
2022-05-27,Stationery,950.8199999999999
2022-05-27,Utensils,1843.28
2022-05-27,Kitchen & Cooking,1830.68
2022-05-27,Food,15132.81
2022-05-27,Clothing,5054.889999999999
2022-05-27,Books,602.84
2022-05-27,Home Essentials,1945.5
2022-05-28,Stationery,1340.82
2022-05-28,Small Electronics,7046.61
2022-05-28,Kitchen & Cooking,3910.0
2022-05-28,Utensils,2956.37
2022-05-28,Food,14695.04
2022-05-28,Clothing,9848.93
2022-05-28,Books,1934.86
2022-05-28,Home Essentials,6208.37
2022-05-29,Books,1700.25
2022-05-29,Clothing,4132.41
2022-05-29,Food,16529.58
2022-05-29,Home Essentials,4323.07
2022-05-29,Kitchen & Cooking,5273.99
2022-05-29,Small Electronics,3745.87
2022-05-29,Stationery,2804.84
2022-05-29,Utensils,1254.46
2022-05-30,Small Electronics,4199.6900000000005
2022-05-30,Stationery,1697.51
2022-05-30,Kitchen & Cooking,6142.68
2022-05-30,Utensils,2133.32
2022-05-30,Food,16905.77
2022-05-30,Clothing,3662.21
2022-05-30,Books,739.39
2022-05-30,Home Essentials,2435.8
2022-05-31,Books,561.36
2022-05-31,Clothing,6460.43
2022-05-31,Food,12731.73
2022-05-31,Home Essentials,3785.42
2022-05-31,Kitchen & Cooking,2585.63
2022-05-31,Small Electronics,3083.0
2022-05-31,Stationery,1243.53
2022-05-31,Utensils,2794.0
2022-06-01,Utensils,1549.13
2022-06-01,Stationery,989.81
2022-06-01,Small Electronics,328.89
2022-06-01,Kitchen & Cooking,4804.98
2022-06-01,Home Essentials,2869.24
2022-06-01,Clothing,5249.98
2022-06-01,Books,2846.81
2022-06-01,Food,9651.69
2022-06-02,Books,2115.35
2022-06-02,Clothing,2595.63
2022-06-02,Food,17455.47
2022-06-02,Home Essentials,2353.67
2022-06-02,Kitchen & Cooking,600.89
2022-06-02,Small Electronics,3543.6000000000004
2022-06-02,Stationery,2299.52
2022-06-02,Utensils,2885.04
2022-06-03,Kitchen & Cooking,4021.5
2022-06-03,Stationery,2727.0299999999997
2022-06-03,Small Electronics,6620.389999999999
2022-06-03,Utensils,2350.82
2022-06-03,Home Essentials,3015.8199999999997
2022-06-03,Clothing,3142.33
2022-06-03,Books,2994.4300000000003
2022-06-03,Food,14421.789999999999
2022-06-04,Books,3414.29
2022-06-04,Clothing,7948.95
2022-06-04,Food,14792.35
2022-06-04,Home Essentials,1607.02
2022-06-04,Kitchen & Cooking,9264.18
2022-06-04,Small Electronics,362.46
2022-06-04,Stationery,2198.08
2022-06-04,Utensils,3555.98
2022-06-05,Utensils,768.48
2022-06-05,Stationery,4203.0
2022-06-05,Small Electronics,6196.59
2022-06-05,Kitchen & Cooking,1871.54
2022-06-05,Home Essentials,3557.7299999999996
2022-06-05,Food,11373.4
2022-06-05,Clothing,5075.49
2022-06-05,Books,755.89
2022-06-06,Books,1767.65
2022-06-06,Clothing,6297.41
2022-06-06,Food,18144.95
2022-06-06,Home Essentials,2536.38
2022-06-06,Kitchen & Cooking,4320.8
2022-06-06,Small Electronics,5140.4
2022-06-06,Stationery,3965.0299999999997
2022-06-06,Utensils,2402.26
2022-06-07,Utensils,887.0699999999999
2022-06-07,Stationery,1860.67
2022-06-07,Small Electronics,3901.23
2022-06-07,Kitchen & Cooking,1553.75
2022-06-07,Food,14296.93
2022-06-07,Clothing,6870.59
2022-06-07,Books,948.9599999999999
2022-06-07,Home Essentials,4144.4
2022-06-08,Books,1825.0700000000002
2022-06-08,Clothing,9865.81
2022-06-08,Food,11598.21
2022-06-08,Home Essentials,3744.5600000000004
2022-06-08,Kitchen & Cooking,5072.05
2022-06-08,Small Electronics,1297.6599999999999
2022-06-08,Stationery,3103.77
2022-06-08,Utensils,1085.82
2022-06-09,Home Essentials,5972.03
2022-06-09,Utensils,1631.63
2022-06-09,Stationery,2012.95
2022-06-09,Small Electronics,0.0
2022-06-09,Food,10174.2
2022-06-09,Clothing,4675.46
2022-06-09,Books,1646.96
2022-06-09,Kitchen & Cooking,1715.45
2022-06-10,Utensils,2598.31
2022-06-10,Books,570.84
2022-06-10,Clothing,7731.39
2022-06-10,Food,14748.47
2022-06-10,Home Essentials,3019.26
2022-06-10,Kitchen & Cooking,6719.34
2022-06-10,Small Electronics,1929.9599999999998
2022-06-10,Stationery,2456.12
2022-06-11,Stationery,1821.34
2022-06-11,Small Electronics,1937.31
2022-06-11,Utensils,1609.3600000000001
2022-06-11,Kitchen & Cooking,7031.2
2022-06-11,Books,4382.82
2022-06-11,Food,11354.67
2022-06-11,Clothing,998.78
2022-06-11,Home Essentials,1692.9
2022-06-12,Books,3444.5699999999997
2022-06-12,Clothing,4830.22
2022-06-12,Food,14540.34
2022-06-12,Home Essentials,3685.39
2022-06-12,Kitchen & Cooking,6706.81
2022-06-12,Small Electronics,2450.52
2022-06-12,Stationery,2695.85
2022-06-12,Utensils,1341.74
2022-06-13,Utensils,1528.1999999999998
2022-06-13,Stationery,2036.9199999999998
2022-06-13,Small Electronics,1641.0
2022-06-13,Kitchen & Cooking,4935.91
2022-06-13,Food,11790.19
2022-06-13,Clothing,7482.24
2022-06-13,Books,2380.79
2022-06-13,Home Essentials,2782.94
2022-06-14,Books,2610.7200000000003
2022-06-14,Clothing,0.0
2022-06-14,Food,13759.97
2022-06-14,Home Essentials,1857.69
2022-06-14,Kitchen & Cooking,1753.26
2022-06-14,Small Electronics,8932.43
2022-06-14,Stationery,2082.54
2022-06-14,Utensils,1532.58
2022-06-15,Small Electronics,1381.46
2022-06-15,Utensils,3012.4
2022-06-15,Stationery,3215.98
2022-06-15,Kitchen & Cooking,5251.15
2022-06-15,Books,1583.38
2022-06-15,Food,11431.4
2022-06-15,Clothing,7929.049999999999
2022-06-15,Home Essentials,3320.47
2022-06-16,Books,2938.2000000000003
2022-06-16,Clothing,3368.96
2022-06-16,Food,10432.4
2022-06-16,Home Essentials,3292.3999999999996
2022-06-16,Kitchen & Cooking,5851.8099999999995
2022-06-16,Small Electronics,6005.45
2022-06-16,Stationery,5007.29
2022-06-16,Utensils,628.12
2022-06-17,Utensils,1629.8000000000002
2022-06-17,Stationery,2444.0099999999998
2022-06-17,Small Electronics,586.54
2022-06-17,Kitchen & Cooking,7571.209999999999
2022-06-17,Books,2308.1499999999996
2022-06-17,Food,10900.09
2022-06-17,Clothing,4318.93
2022-06-17,Home Essentials,955.6800000000001
2022-06-18,Small Electronics,5261.639999999999
2022-06-18,Utensils,1144.75
2022-06-18,Stationery,1991.5000000000002
2022-06-18,Kitchen & Cooking,5429.2
2022-06-18,Books,347.82
2022-06-18,Food,11468.81
2022-06-18,Home Essentials,3729.04
2022-06-18,Clothing,4547.37
2022-06-19,Books,1046.08
2022-06-19,Clothing,4802.650000000001
2022-06-19,Food,14277.25
2022-06-19,Home Essentials,2746.5699999999997
2022-06-19,Kitchen & Cooking,1556.97
2022-06-19,Small Electronics,4092.64
2022-06-19,Stationery,3005.41
2022-06-19,Utensils,2370.87
2022-06-20,Small Electronics,2787.09
2022-06-20,Utensils,1836.79
2022-06-20,Stationery,2511.94
2022-06-20,Kitchen & Cooking,8677.630000000001
2022-06-20,Books,2017.57
2022-06-20,Food,15765.01
2022-06-20,Clothing,8189.5
2022-06-20,Home Essentials,2438.68
2022-06-21,Small Electronics,4101.96
2022-06-21,Stationery,1102.34
2022-06-21,Kitchen & Cooking,3429.83
2022-06-21,Utensils,3240.92
2022-06-21,Food,11062.06
2022-06-21,Clothing,7089.08
2022-06-21,Books,1514.21
2022-06-21,Home Essentials,2702.48
2022-06-22,Utensils,350.97
2022-06-22,Small Electronics,193.88
2022-06-22,Stationery,1354.3000000000002
2022-06-22,Kitchen & Cooking,0.0
2022-06-22,Books,1125.1100000000001
2022-06-22,Food,10336.44
2022-06-22,Clothing,4767.06
2022-06-22,Home Essentials,3371.54
2022-06-23,Stationery,1146.1
2022-06-23,Small Electronics,2943.44
2022-06-23,Kitchen & Cooking,2567.65
2022-06-23,Utensils,2031.09
2022-06-23,Food,16511.96
2022-06-23,Clothing,4111.22
2022-06-23,Books,891.23
2022-06-23,Home Essentials,3981.86
2022-06-24,Books,154.6
2022-06-24,Clothing,2773.14
2022-06-24,Food,12279.3
2022-06-24,Home Essentials,4621.75
2022-06-24,Kitchen & Cooking,2766.0800000000004
2022-06-24,Small Electronics,7814.4400000000005
2022-06-24,Stationery,933.37
2022-06-24,Utensils,2373.95
2022-06-25,Small Electronics,2707.13
2022-06-25,Stationery,510.24
2022-06-25,Utensils,3972.98
2022-06-25,Kitchen & Cooking,0.0
2022-06-25,Food,17665.85
2022-06-25,Clothing,3542.89
2022-06-25,Books,874.0600000000001
2022-06-25,Home Essentials,4156.0599999999995
2022-06-26,Stationery,280.93
2022-06-26,Small Electronics,3707.19
2022-06-26,Kitchen & Cooking,824.12
2022-06-26,Utensils,1843.58
2022-06-26,Food,12422.460000000001
2022-06-26,Clothing,5998.47
2022-06-26,Books,663.56
2022-06-26,Home Essentials,3318.96
2022-06-27,Books,1465.12
